File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF808TOG	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000EBY	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										MYC-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF599MVB/, /files/ENCFF275SJP/, /files/ENCFF934ZAX/	5145135	ENCODE Processing Pipeline	0861f1624f3c5472293da2940e0fc8c4		https://www.encodeproject.org/files/ENCFF808TOG/@@download/ENCFF808TOG.bed.gz				released	s3://encode-public/2017/12/09/b3a72eb5-2536-4ab8-9c08-b8442dc550d3/ENCFF808TOG.bed.gz	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read length, improper control_type of control experiment, low read depth		
ENCFF569IGP	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000EBY	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										MYC-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF808TOG/, /files/ENCFF164IAN/, /files/ENCFF001TDO/, /files/ENCFF241JSX/	118663	ENCODE Processing Pipeline	c21c11458242075faf796af2b64d9804		https://www.encodeproject.org/files/ENCFF569IGP/@@download/ENCFF569IGP.bed.gz				released	s3://encode-public/2017/12/09/2e526ec3-720e-499a-97ca-93ae13527d6c/ENCFF569IGP.bed.gz	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read length, improper control_type of control experiment, low read depth		
ENCFF241JSX	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000EBY	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										MYC-human	DNA						2012-05-14	ENCODE		see document		2	2_1							/files/ENCFF599MVB/, /files/ENCFF934ZAX/	4457180	ENCODE Processing Pipeline	30394c45d8ebe0da11c915fa8516c3cd		https://www.encodeproject.org/files/ENCFF241JSX/@@download/ENCFF241JSX.bed.gz				released	s3://encode-public/2017/12/09/6739a3d1-ddbb-4010-acfa-51f40836dd75/ENCFF241JSX.bed.gz	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read length, improper control_type of control experiment, low read depth		
ENCFF700CXD	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000EBY	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										MYC-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF518FYW/, /files/ENCFF091EDT/, /files/ENCFF356LFX/, /files/ENCFF972YCC/	95645	ENCODE Processing Pipeline	ac031b0d4902abecd0e43cbb2b5a0161		https://www.encodeproject.org/files/ENCFF700CXD/@@download/ENCFF700CXD.bed.gz				released	s3://encode-public/2021/01/02/2c5b9f43-5676-4ba9-8196-8894ff72b44a/ENCFF700CXD.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length, improper control_type of control experiment, low read depth		
ENCFF832BQY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EBY	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										MYC-human	DNA						2012-05-14	ENCODE		see document		1	1_1							/files/ENCFF091EDT/, /files/ENCFF356LFX/, /files/ENCFF972YCC/	40710	ENCODE Processing Pipeline	459e8a2899b37e3caeec56c8d53e0120		https://www.encodeproject.org/files/ENCFF832BQY/@@download/ENCFF832BQY.bed.gz				released	s3://encode-public/2021/01/02/0ccba438-8620-4897-b3d4-2e55a338f45c/ENCFF832BQY.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length, improper control_type of control experiment, low read depth		
ENCFF270GMO	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EBY	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										MYC-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF518FYW/, /files/ENCFF091EDT/, /files/ENCFF356LFX/, /files/ENCFF972YCC/	121063	ENCODE Processing Pipeline	88e474b7f470f123a4553defc95cb412		https://www.encodeproject.org/files/ENCFF270GMO/@@download/ENCFF270GMO.bed.gz				released	s3://encode-public/2021/01/02/f1d31cb8-bb2b-4191-9f71-6a782ba6e6ba/ENCFF270GMO.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length, improper control_type of control experiment, low read depth		
ENCFF452OQT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EBY	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										MYC-human	DNA						2012-05-14	ENCODE		see document		2	2_1							/files/ENCFF518FYW/, /files/ENCFF356LFX/, /files/ENCFF972YCC/	72953	ENCODE Processing Pipeline	a3674e0071a3d7a13b9f34dac4d19d0a		https://www.encodeproject.org/files/ENCFF452OQT/@@download/ENCFF452OQT.bed.gz				released	s3://encode-public/2021/01/02/bf6506de-35a9-4093-8054-5fad862b2ee0/ENCFF452OQT.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length, improper control_type of control experiment, low read depth		
ENCFF588OJE	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000ATS	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SUZ12-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	200-600	1, 3	1_1, 1_2, 1_3, 3_1							/files/ENCFF536QLT/, /files/ENCFF727XHW/, /files/ENCFF162SNW/, /files/ENCFF850EIY/	7309782	ENCODE Processing Pipeline	1e485c04c7ec082e1f48a7e1cb564e9f		https://www.encodeproject.org/files/ENCFF588OJE/@@download/ENCFF588OJE.bed.gz				released	s3://encode-public/2017/03/14/dd9e5ee9-111d-4f08-88fe-9c3b8bb6bfc0/ENCFF588OJE.bed.gz	ENCODE3 hg19	archived	low read length, inconsistent platforms, moderate library complexity, mixed read lengths, mild to moderate bottlenecking		
ENCFF371ZTN	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000ATS	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SUZ12-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	200-600	1	1_1, 1_2, 1_3							/files/ENCFF727XHW/, /files/ENCFF162SNW/, /files/ENCFF850EIY/	7297537	ENCODE Processing Pipeline	ac165fa23d62749776220e355048b68c		https://www.encodeproject.org/files/ENCFF371ZTN/@@download/ENCFF371ZTN.bed.gz				released	s3://encode-public/2017/03/14/8da6e5dd-5392-4c32-bcd9-b680669673ba/ENCFF371ZTN.bed.gz	ENCODE3 hg19	archived	low read length, inconsistent platforms, moderate library complexity, mixed read lengths, mild to moderate bottlenecking		
ENCFF907MBG	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000ATS	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SUZ12-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	200-600	3	3_1							/files/ENCFF536QLT/, /files/ENCFF850EIY/, /files/ENCFF727XHW/	6788038	ENCODE Processing Pipeline	0e6405b61e29a9e90ebcc6bbcdd6f1db		https://www.encodeproject.org/files/ENCFF907MBG/@@download/ENCFF907MBG.bed.gz				released	s3://encode-public/2017/03/14/8f530da5-586f-4620-9f49-75014fca4e01/ENCFF907MBG.bed.gz	ENCODE3 hg19	archived	low read length, inconsistent platforms, moderate library complexity, mixed read lengths, mild to moderate bottlenecking		
ENCFF748KMB	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR000ATS	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SUZ12-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	200-600	1, 3	1_1, 1_2, 1_3, 3_1							/files/ENCFF001TDO/, /files/ENCFF588OJE/, /files/ENCFF907MBG/, /files/ENCFF371ZTN/	307016	ENCODE Processing Pipeline	9ddc446e8a9f307b43681792bb8ef745		https://www.encodeproject.org/files/ENCFF748KMB/@@download/ENCFF748KMB.bed.gz				released	s3://encode-public/2017/03/14/6963e6d0-5234-496c-b083-315811c3e475/ENCFF748KMB.bed.gz	ENCODE3 hg19	archived	low read length, inconsistent platforms, moderate library complexity, mixed read lengths, mild to moderate bottlenecking		
ENCFF336HCY	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000ATS	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SUZ12-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	200-600	1, 3	1_1, 1_2, 1_3, 3_1							/files/ENCFF001TDO/, /files/ENCFF588OJE/, /files/ENCFF907MBG/, /files/ENCFF371ZTN/	339267	ENCODE Processing Pipeline	8fce81d8aa02bb6084375e79f029bba9		https://www.encodeproject.org/files/ENCFF336HCY/@@download/ENCFF336HCY.bed.gz				released	s3://encode-public/2017/03/14/632b3e4b-cff2-40f2-a11c-338b49ebbcc8/ENCFF336HCY.bed.gz	ENCODE3 hg19	archived	low read length, inconsistent platforms, moderate library complexity, mixed read lengths, mild to moderate bottlenecking		
ENCFF657PDF	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000ATS	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SUZ12-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	200-600	1, 3	1_1, 1_2, 1_3, 3_1							/files/ENCFF906IFC/, /files/ENCFF063IHV/, /files/ENCFF419RSJ/, /files/ENCFF749VXX/	300833	ENCODE Processing Pipeline	00763d6b66c1624418b19809037a45eb		https://www.encodeproject.org/files/ENCFF657PDF/@@download/ENCFF657PDF.bed.gz				released	s3://encode-public/2017/03/14/0c3a7900-a77f-4ec8-bd6a-2b08d0bdabb5/ENCFF657PDF.bed.gz	ENCODE3 GRCh38	archived	low read length, inconsistent platforms, moderate library complexity, mixed read lengths, mild to moderate bottlenecking		
ENCFF063IHV	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000ATS	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SUZ12-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	200-600	1	1_1, 1_2, 1_3							/files/ENCFF064DDT/, /files/ENCFF481HLX/, /files/ENCFF234FUH/	7282928	ENCODE Processing Pipeline	80509b727d5523cadfa8030e1b143e7f		https://www.encodeproject.org/files/ENCFF063IHV/@@download/ENCFF063IHV.bed.gz				released	s3://encode-public/2017/03/14/87f32cc6-096e-467c-8189-b5eca453c8ff/ENCFF063IHV.bed.gz	ENCODE3 GRCh38	archived	low read length, inconsistent platforms, moderate library complexity, mixed read lengths, mild to moderate bottlenecking		
ENCFF671SZQ	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000ATS	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SUZ12-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	200-600	1, 3	1_1, 1_2, 1_3, 3_1							/files/ENCFF906IFC/, /files/ENCFF063IHV/, /files/ENCFF419RSJ/, /files/ENCFF749VXX/	323399	ENCODE Processing Pipeline	3e356ac4b4d1a22eb6b89d2efe4570d4		https://www.encodeproject.org/files/ENCFF671SZQ/@@download/ENCFF671SZQ.bed.gz				released	s3://encode-public/2017/03/14/130f1435-e421-45ad-9fb4-4e5442325f07/ENCFF671SZQ.bed.gz	ENCODE3 GRCh38	archived	low read length, inconsistent platforms, moderate library complexity, mixed read lengths, mild to moderate bottlenecking		
ENCFF749VXX	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000ATS	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SUZ12-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	200-600	3	3_1							/files/ENCFF579UZO/, /files/ENCFF064DDT/, /files/ENCFF234FUH/	6783078	ENCODE Processing Pipeline	53847bb29a9f2a39735a46f2038da39e		https://www.encodeproject.org/files/ENCFF749VXX/@@download/ENCFF749VXX.bed.gz				released	s3://encode-public/2017/03/14/31574c93-63a3-460c-91f6-158ea3f66eb4/ENCFF749VXX.bed.gz	ENCODE3 GRCh38	archived	low read length, inconsistent platforms, moderate library complexity, mixed read lengths, mild to moderate bottlenecking		
ENCFF906IFC	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000ATS	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SUZ12-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	200-600	1, 3	1_1, 1_2, 1_3, 3_1							/files/ENCFF579UZO/, /files/ENCFF064DDT/, /files/ENCFF481HLX/, /files/ENCFF234FUH/	7287448	ENCODE Processing Pipeline	6f65ca15e9c5eacd6bc1f41d2e6e07f8		https://www.encodeproject.org/files/ENCFF906IFC/@@download/ENCFF906IFC.bed.gz				released	s3://encode-public/2017/03/14/a9c0686e-c4f7-46c7-b408-0887e04c3b31/ENCFF906IFC.bed.gz	ENCODE3 GRCh38	archived	low read length, inconsistent platforms, moderate library complexity, mixed read lengths, mild to moderate bottlenecking		
ENCFF233GVJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000ATS	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SUZ12-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	200-600	1, 3	1_1, 1_2, 1_3, 3_1							/files/ENCFF574KXK/, /files/ENCFF381IYY/, /files/ENCFF623AJW/, /files/ENCFF472VKM/, /files/ENCFF451YMU/, /files/ENCFF356LFX/, /files/ENCFF853FRF/	353990	ENCODE Processing Pipeline	23c6105aa0020a24968c888549e61343		https://www.encodeproject.org/files/ENCFF233GVJ/@@download/ENCFF233GVJ.bed.gz				released	s3://encode-public/2021/02/11/87484eac-f1e0-42c7-af58-a59bfe08bf56/ENCFF233GVJ.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length, inconsistent platforms, moderate library complexity, mixed read lengths, mild to moderate bottlenecking		
ENCFF458VAB	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000ATS	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SUZ12-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	200-600	1	1_1, 1_2, 1_3							/files/ENCFF381IYY/, /files/ENCFF623AJW/, /files/ENCFF472VKM/, /files/ENCFF451YMU/, /files/ENCFF356LFX/, /files/ENCFF853FRF/	343146	ENCODE Processing Pipeline	6ab49f5748e8e77caf9559efb10154ac		https://www.encodeproject.org/files/ENCFF458VAB/@@download/ENCFF458VAB.bed.gz				released	s3://encode-public/2021/02/11/51896d50-fa04-4c01-b5f5-f55f12afdb64/ENCFF458VAB.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length, inconsistent platforms, moderate library complexity, mixed read lengths, mild to moderate bottlenecking		
ENCFF120HYA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000ATS	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SUZ12-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	200-600	3	3_1							/files/ENCFF574KXK/, /files/ENCFF381IYY/, /files/ENCFF623AJW/, /files/ENCFF451YMU/, /files/ENCFF356LFX/, /files/ENCFF853FRF/	204370	ENCODE Processing Pipeline	9657ad7b57934df553473b9c02e76634		https://www.encodeproject.org/files/ENCFF120HYA/@@download/ENCFF120HYA.bed.gz				released	s3://encode-public/2021/02/11/5aaaa30b-5952-43ec-b614-e3ec914408ab/ENCFF120HYA.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length, inconsistent platforms, moderate library complexity, mixed read lengths, mild to moderate bottlenecking		
ENCFF815EFK	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000ATS	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SUZ12-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	200-600	1, 3	1_1, 1_2, 1_3, 3_1							/files/ENCFF574KXK/, /files/ENCFF381IYY/, /files/ENCFF623AJW/, /files/ENCFF472VKM/, /files/ENCFF451YMU/, /files/ENCFF356LFX/, /files/ENCFF853FRF/	330426	ENCODE Processing Pipeline	9832bd781232dfe74bef497dcb191a7d		https://www.encodeproject.org/files/ENCFF815EFK/@@download/ENCFF815EFK.bed.gz				released	s3://encode-public/2021/02/11/0498faef-f310-41ea-a7a6-cea538650c0a/ENCFF815EFK.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length, inconsistent platforms, moderate library complexity, mixed read lengths, mild to moderate bottlenecking		
ENCFF001VGU	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR000EUO	TF ChIP-seq		EFO:0003042	H1	cell line	Homo sapiens										CTBP2-human	DNA						2011-10-29	ENCODE		see document											265884	Peggy Farnham, USC	6c7d12e09da7f67e487cf9b3ea9d6079		https://www.encodeproject.org/files/ENCFF001VGU/@@download/ENCFF001VGU.bed.gz				archived	s3://encode-public/2010/12/06/a4b3e02a-4125-47ef-a1e1-0126df8f6847/ENCFF001VGU.narrowPeak.gz	Lab custom hg19	archived	low read length, moderate library complexity, borderline replicate concordance, mixed read lengths, mild to moderate bottlenecking	insufficient read length, insufficient read depth	
ENCFF002CQW	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000EUO	TF ChIP-seq		EFO:0003042	H1	cell line	Homo sapiens										CTBP2-human	DNA						2011-10-29	ENCODE		see document											135363	ENCODE Consortium Analysis Working Group	e1e47f33b91591dd047e4f47a93d81f4		https://www.encodeproject.org/files/ENCFF002CQW/@@download/ENCFF002CQW.bed.gz				archived	s3://encode-public/2014/06/06/447a11cd-33ee-4250-b883-539707c51428/ENCFF002CQW.narrowPeak.gz	Lab custom hg19	archived	low read length, moderate library complexity, borderline replicate concordance, mixed read lengths, mild to moderate bottlenecking	insufficient read length, insufficient read depth	
ENCFF845TLB	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000EUO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CTBP2-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF509ANO/, /files/ENCFF862SGN/, /files/ENCFF436RQJ/	6276633	ENCODE Processing Pipeline	76aa17e8113437d49e970ed45baed014		https://www.encodeproject.org/files/ENCFF845TLB/@@download/ENCFF845TLB.bed.gz				released	s3://encode-public/2018/06/09/9da7c5b8-bdd7-4469-86c7-a1243f6b4427/ENCFF845TLB.bed.gz	ENCODE3 hg19	archived	low read length, moderate library complexity, borderline replicate concordance, mixed read lengths, mild to moderate bottlenecking	insufficient read length, insufficient read depth	
ENCFF435TXP	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000EUO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CTBP2-human	DNA						2011-10-29	ENCODE		see document		1	1_1							/files/ENCFF509ANO/, /files/ENCFF436RQJ/	5689682	ENCODE Processing Pipeline	5fd7cf69480e74f1c0dcfffea07d307b		https://www.encodeproject.org/files/ENCFF435TXP/@@download/ENCFF435TXP.bed.gz				released	s3://encode-public/2018/06/09/504b0d5c-91fb-417a-97cd-3682b2a3c7a9/ENCFF435TXP.bed.gz	ENCODE3 hg19	archived	low read length, moderate library complexity, borderline replicate concordance, mixed read lengths, mild to moderate bottlenecking	insufficient read length, insufficient read depth	
ENCFF312MVF	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR000EUO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CTBP2-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF192EEU/, /files/ENCFF001TDO/, /files/ENCFF435TXP/, /files/ENCFF845TLB/	103728	ENCODE Processing Pipeline	faec0f9a8cdc50a20416c7ebc0929cef		https://www.encodeproject.org/files/ENCFF312MVF/@@download/ENCFF312MVF.bed.gz				released	s3://encode-public/2018/06/09/1d51453f-3662-4600-8187-750a6606ada5/ENCFF312MVF.bed.gz	ENCODE3 hg19	archived	low read length, moderate library complexity, borderline replicate concordance, mixed read lengths, mild to moderate bottlenecking	insufficient read length, insufficient read depth	
ENCFF222TBM	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000EUO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CTBP2-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF192EEU/, /files/ENCFF001TDO/, /files/ENCFF435TXP/, /files/ENCFF845TLB/	149159	ENCODE Processing Pipeline	82e163feba058a7f390e9c54fddff002		https://www.encodeproject.org/files/ENCFF222TBM/@@download/ENCFF222TBM.bed.gz				released	s3://encode-public/2018/06/09/3c9f3683-c424-4549-ae11-6708639e658d/ENCFF222TBM.bed.gz	ENCODE3 hg19	archived	low read length, moderate library complexity, borderline replicate concordance, mixed read lengths, mild to moderate bottlenecking	insufficient read length, insufficient read depth	
ENCFF192EEU	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000EUO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CTBP2-human	DNA						2011-10-29	ENCODE		see document		2	2_1							/files/ENCFF509ANO/, /files/ENCFF862SGN/	4186356	ENCODE Processing Pipeline	b1919c076f93736833441511b15a8c55		https://www.encodeproject.org/files/ENCFF192EEU/@@download/ENCFF192EEU.bed.gz				released	s3://encode-public/2018/06/09/8f362912-dbfc-4c8d-9a13-f4f4284f8a2e/ENCFF192EEU.bed.gz	ENCODE3 hg19	archived	low read length, moderate library complexity, borderline replicate concordance, mixed read lengths, mild to moderate bottlenecking	insufficient read length, insufficient read depth	
ENCFF166YYZ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000EUO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CTBP2-human	DNA						2011-10-29	ENCODE		see document		1	1_1							/files/ENCFF559ZZZ/, /files/ENCFF470LNU/	5684276	ENCODE Processing Pipeline	496744fe29e7e2f904ee4824d64d616d		https://www.encodeproject.org/files/ENCFF166YYZ/@@download/ENCFF166YYZ.bed.gz				released	s3://encode-public/2018/06/09/c198b2a9-acc8-4d7e-bd40-b026963c9ee8/ENCFF166YYZ.bed.gz	ENCODE3 GRCh38	archived	low read length, moderate library complexity, borderline replicate concordance, mixed read lengths, mild to moderate bottlenecking	insufficient read length, insufficient read depth	
ENCFF516QCS	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000EUO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CTBP2-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF559ZZZ/, /files/ENCFF470LNU/, /files/ENCFF727IMQ/	6273872	ENCODE Processing Pipeline	ce3c5b547342bcd19c28058b88687f8d		https://www.encodeproject.org/files/ENCFF516QCS/@@download/ENCFF516QCS.bed.gz				released	s3://encode-public/2018/06/09/e9f56f96-4ed3-4e50-b1be-34bb9b418d93/ENCFF516QCS.bed.gz	ENCODE3 GRCh38	archived	low read length, moderate library complexity, borderline replicate concordance, mixed read lengths, mild to moderate bottlenecking	insufficient read length, insufficient read depth	
ENCFF310KJI	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000EUO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CTBP2-human	DNA						2011-10-29	ENCODE		see document		2	2_1							/files/ENCFF559ZZZ/, /files/ENCFF727IMQ/	4120393	ENCODE Processing Pipeline	7bab9fe922fdbb5f2ea811dd153dafbb		https://www.encodeproject.org/files/ENCFF310KJI/@@download/ENCFF310KJI.bed.gz				released	s3://encode-public/2018/06/09/075123a5-7996-493a-a12b-f9415c379849/ENCFF310KJI.bed.gz	ENCODE3 GRCh38	archived	low read length, moderate library complexity, borderline replicate concordance, mixed read lengths, mild to moderate bottlenecking	insufficient read length, insufficient read depth	
ENCFF687AZW	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000EUO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CTBP2-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF166YYZ/, /files/ENCFF516QCS/, /files/ENCFF419RSJ/, /files/ENCFF310KJI/	101936	ENCODE Processing Pipeline	f7b03136cd2d2538084c6da9dbf6ab97		https://www.encodeproject.org/files/ENCFF687AZW/@@download/ENCFF687AZW.bed.gz				released	s3://encode-public/2018/06/09/21991097-7a8f-4826-b9c9-ded54238caf7/ENCFF687AZW.bed.gz	ENCODE3 GRCh38	archived	low read length, moderate library complexity, borderline replicate concordance, mixed read lengths, mild to moderate bottlenecking	insufficient read length, insufficient read depth	
ENCFF482FLE	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000EUO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CTBP2-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF166YYZ/, /files/ENCFF516QCS/, /files/ENCFF419RSJ/, /files/ENCFF310KJI/	154307	ENCODE Processing Pipeline	c194e676642456af60b15be219fee3c9		https://www.encodeproject.org/files/ENCFF482FLE/@@download/ENCFF482FLE.bed.gz				released	s3://encode-public/2018/06/09/0253543b-b349-4a29-9827-6501316fe954/ENCFF482FLE.bed.gz	ENCODE3 GRCh38	archived	low read length, moderate library complexity, borderline replicate concordance, mixed read lengths, mild to moderate bottlenecking	insufficient read length, insufficient read depth	
